,country,wdi_code,region_short,income_short,region,income,f_3,f_3_1,f_3_2,f_3_3,f_3_4,f_3_global,f_3_1_global,f_3_2_global,f_3_3_global,f_3_4_global,f_3_regional,f_3_1_regional,f_3_2_regional,f_3_3_regional,f_3_4_regional,f_3_income,f_3_1_income,f_3_2_income,f_3_3_income,f_3_4_income,q15c_dum,q15a_dum,q24a_dum,q24b_dum,q24c_dum,q24d_dum,q24e_dum,q21_dum,q20_dum,q20a_1_dum,q20a_2_dum,q20a_3_dum,q20a_4_dum,q20a_5_dum,q20a_6_dum,q20j1_dum,q20j2_dum,q20j3_dum,q20j4_dum,q20c_dum,q20e1_dum,q20e2_dum,q20e3_dum,q20e4_dum,q20e5_dum,q20f1_dum,q20f2_dum,q20i_dum,-,q20h_dum,q38g_dum,q38h_dum,q34a_dum,q15b_dum,q15d_dum,q15e_dum,q34d_dum,q34c_dum,q34f_dum,q34g_dum,q38c_dum,q38f_dum,,q15c_dum_maleC,q15c_dum_femaleC,q15a_dum_maleC,q15a_dum_femaleC,q24a_dum_maleC,q24a_dum_femaleC,q24b_dum_maleC,q24b_dum_femaleC,q24c_dum_maleC,q24c_dum_femaleC,q24d_dum_maleC,q24d_dum_femaleC,q24e_dum_maleC,q24e_dum_femaleC,q21_dum_maleC,q21_dum_femaleC,q20_dum_maleC,q20_dum_femaleC,q20a_1_dum_maleC,q20a_1_dum_femaleC,q20a_2_dum_maleC,q20a_2_dum_femaleC,q20a_3_dum_maleC,q20a_3_dum_femaleC,q20a_4_dum_maleC,q20a_4_dum_femaleC,q20a_5_dum_maleC,q20a_5_dum_femaleC,q20a_6_dum_maleC,q20a_6_dum_femaleC,q20j1_dum_maleC,q20j1_dum_femaleC,q20j2_dum_maleC,q20j2_dum_femaleC,q20j3_dum_maleC,q20j3_dum_femaleC,q20j4_dum_maleC,q20j4_dum_femaleC,q20c_dum_maleC,q20c_dum_femaleC,q20e1_dum_maleC,q20e1_dum_femaleC,q20e2_dum_maleC,q20e2_dum_femaleC,q20e3_dum_maleC,q20e3_dum_femaleC,q20e4_dum_maleC,q20e4_dum_femaleC,q20e5_dum_maleC,q20e5_dum_femaleC,q20f1_dum_maleC,q20f1_dum_femaleC,q20f2_dum_maleC,q20f2_dum_femaleC,q20i_dum_maleC,q20i_dum_femaleC,,,q20h_dum_maleC,q20h_dum_femaleC,q38g_dum_maleC,q38g_dum_femaleC,q38h_dum_maleC,q38h_dum_femaleC,q34a_dum_maleC,q34a_dum_femaleC,q15b_dum_maleC,q15b_dum_femaleC,q15d_dum_maleC,q15d_dum_femaleC,q15e_dum_maleC,q15e_dum_femaleC,q34d_dum_maleC,q34d_dum_femaleC,q34c_dum_maleC,q34c_dum_femaleC,q34f_dum_maleC,q34f_dum_femaleC,q34g_dum_maleC,q34g_dum_femaleC,q38c_dum_maleC,q38c_dum_femaleC,q38f_dum_maleC,q38f_dum_femaleC,,q15c_dum_poorC,q15c_dum_richC,q15a_dum_poorC,q15a_dum_richC,q24a_dum_poorC,q24a_dum_richC,q24b_dum_poorC,q24b_dum_richC,q24c_dum_poorC,q24c_dum_richC,q24d_dum_poorC,q24d_dum_richC,q24e_dum_poorC,q24e_dum_richC,q21_dum_poorC,q21_dum_richC,q20_dum_poorC,q20_dum_richC,q20a_1_dum_poorC,q20a_1_dum_richC,q20a_2_dum_poorC,q20a_2_dum_richC,q20a_3_dum_poorC,q20a_3_dum_richC,q20a_4_dum_poorC,q20a_4_dum_richC,q20a_5_dum_poorC,q20a_5_dum_richC,q20a_6_dum_poorC,q20a_6_dum_richC,q20j1_dum_poorC,q20j1_dum_richC,q20j2_dum_poorC,q20j2_dum_richC,q20j3_dum_poorC,q20j3_dum_richC,q20j4_dum_poorC,q20j4_dum_richC,q20c_dum_poorC,q20c_dum_richC,q20e1_dum_poorC,q20e1_dum_richC,q20e2_dum_poorC,q20e2_dum_richC,q20e3_dum_poorC,q20e3_dum_richC,q20e4_dum_poorC,q20e4_dum_richC,q20e5_dum_poorC,q20e5_dum_richC,q20f1_dum_poorC,q20f1_dum_richC,q20f2_dum_poorC,q20f2_dum_richC,q20i_dum_poorC,q20i_dum_richC,,,q20h_dum_poorC,q20h_dum_richC,q38g_dum_poorC,q38g_dum_richC,q38h_dum_poorC,q38h_dum_richC,q34a_dum_poorC,q34a_dum_richC,q15b_dum_poorC,q15b_dum_richC,q15d_dum_poorC,q15d_dum_richC,q15e_dum_poorC,q15e_dum_richC,q34d_dum_poorC,q34d_dum_richC,q34c_dum_poorC,q34c_dum_richC,q34f_dum_poorC,q34f_dum_richC,q34g_dum_poorC,q34g_dum_richC,q38c_dum_poorC,q38c_dum_richC,q38f_dum_poorC,q38f_dum_richC,
94,Thailand,THA,EAP,UM,East Asia & Pacific,Upper middle ,0.49,0.47,0.43,0.52,0.52,68,48,83,76,60,9,12,13,10,8,22,10,29,21,18,0.55,0.39,0.57,0.58,0.47,0.61,0.48,0.26,0.02,0.57,0.26,0.00,0.09,0.00,0.09,0.45,0.27,0.12,0.15,1.00,0.18,0.59,0.23,0.00,0.00,0.87,0.13,1.00,,0.00,0.73,0.74,0.74,0.26,0.24,0.16,0.90,0.84,0.76,0.78,0.70,0.72,,0.51,0.59,0.37,0.42,0.59,0.55,0.60,0.56,0.50,0.44,0.64,0.58,0.48,0.48,0.26,0.26,0.02,0.03,0.70,0.46,0.20,0.31,0.00,0.00,0.00,0.15,0.00,0.00,0.10,0.08,0.44,0.46,0.26,0.29,0.14,0.11,0.16,0.14,1.00,1.00,0.10,0.25,0.70,0.50,0.20,0.25,0.00,0.00,0.00,0.00,0.90,0.85,0.10,0.15,1.00,1.00,,,0.00,0.00,0.73,0.74,0.72,0.75,0.73,0.74,0.26,0.26,0.21,0.28,0.13,0.19,0.89,0.90,0.85,0.82,0.75,0.76,0.79,0.76,0.68,0.72,0.70,0.75,,0.50,0.72,0.34,0.56,0.51,0.70,0.55,0.64,0.41,0.59,0.58,0.69,0.50,0.45,0.21,0.40,0.02,0.02,0.67,0.20,0.33,0.20,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.20,0.44,0.49,0.26,0.30,0.13,0.09,0.16,0.12,1.00,1.00,0.13,0.25,0.67,0.50,0.20,0.25,0.00,0.00,0.00,0.00,1.00,0.60,0.00,0.40,1.00,1.00,,,0.00,0.00,0.70,0.82,0.70,0.84,0.70,0.82,0.23,0.37,0.22,0.33,0.14,0.21,0.89,0.94,0.82,0.89,0.73,0.84,0.75,0.85,0.65,0.83,0.68,0.82,
95,Tunisia,TUN,MENA,UM,Middle East & North Africa,Upper middle ,0.51,0.43,0.50,0.65,0.46,59,62,65,40,84,1,4,1,1,5,19,19,21,7,27,0.36,0.39,0.54,0.49,0.49,0.39,0.46,0.30,0.10,0.58,0.17,0.00,0.06,0.15,0.04,0.83,0.06,0.06,0.04,0.54,0.39,0.31,0.16,0.02,0.12,0.59,0.41,0.56,,0.08,0.76,0.79,0.88,0.36,0.36,0.36,0.88,0.89,0.86,0.87,0.86,0.87,,0.37,0.35,0.40,0.38,0.53,0.55,0.49,0.49,0.48,0.50,0.40,0.39,0.47,0.45,0.33,0.26,0.12,0.08,0.58,0.58,0.16,0.18,0.00,0.00,0.07,0.05,0.12,0.18,0.07,0.00,0.85,0.81,0.06,0.07,0.06,0.07,0.03,0.05,0.60,0.45,0.41,0.35,0.31,0.29,0.13,0.24,0.03,0.00,0.13,0.12,0.65,0.47,0.35,0.53,0.57,0.55,,,0.06,0.12,0.77,0.76,0.80,0.79,0.86,0.90,0.37,0.34,0.37,0.36,0.35,0.36,0.87,0.89,0.88,0.91,0.86,0.87,0.87,0.86,0.87,0.84,0.86,0.88,,0.37,0.25,0.40,0.28,0.55,0.51,0.51,0.43,0.51,0.44,0.39,0.45,0.47,0.43,0.30,0.31,0.10,0.09,0.62,0.40,0.20,0.07,0.00,0.00,0.07,0.07,0.11,0.33,0.00,0.13,0.83,0.84,0.06,0.05,0.06,0.07,0.04,0.04,0.49,0.60,0.35,0.13,0.26,0.63,0.18,0.25,0.03,0.00,0.18,0.00,0.49,0.78,0.51,0.22,0.51,0.64,,,0.09,0.00,0.75,0.77,0.78,0.82,0.88,0.87,0.36,0.24,0.37,0.28,0.36,0.26,0.87,0.89,0.89,0.91,0.85,0.90,0.87,0.91,0.85,0.89,0.87,0.89,
96,Turkey,TUR,ECA,UM,Eastern Europe & Central Asia,Upper middle ,0.45,0.44,0.52,0.34,0.50,82,61,59,96,68,11,10,11,12,7,26,18,18,29,22,0.39,0.47,0.74,0.63,0.63,0.64,0.67,0.25,0.05,0.55,0.18,0.07,0.05,0.16,0.00,0.67,0.19,0.11,0.03,0.83,0.49,0.31,0.17,0.03,0.00,0.74,0.26,0.69,,0.06,0.57,0.66,0.68,0.41,0.46,0.44,0.72,0.49,0.54,0.62,0.48,0.68,,0.41,0.37,0.48,0.45,0.76,0.71,0.66,0.59,0.66,0.60,0.68,0.58,0.71,0.62,0.29,0.21,0.03,0.06,0.50,0.57,0.25,0.14,0.06,0.07,0.06,0.04,0.13,0.18,0.00,0.00,0.66,0.69,0.19,0.19,0.12,0.10,0.03,0.03,0.69,0.92,0.45,0.50,0.45,0.25,0.09,0.21,0.00,0.04,0.00,0.00,0.73,0.75,0.27,0.25,0.56,0.77,,,0.09,0.04,0.61,0.52,0.69,0.63,0.68,0.68,0.42,0.39,0.48,0.44,0.48,0.40,0.73,0.70,0.52,0.46,0.58,0.50,0.64,0.60,0.50,0.47,0.72,0.64,,0.44,0.40,0.49,0.38,0.76,0.75,0.68,0.68,0.67,0.71,0.68,0.67,0.70,0.74,0.26,0.30,0.05,0.06,0.73,0.18,0.10,0.36,0.00,0.09,0.03,0.09,0.13,0.27,0.00,0.00,0.73,0.64,0.17,0.21,0.09,0.13,0.02,0.02,0.82,0.82,0.52,0.56,0.39,0.22,0.09,0.22,0.00,0.00,0.00,0.00,0.74,0.89,0.26,0.11,0.68,0.82,,,0.00,0.11,0.60,0.57,0.69,0.70,0.72,0.61,0.43,0.38,0.49,0.42,0.46,0.40,0.75,0.71,0.54,0.45,0.59,0.56,0.67,0.62,0.54,0.48,0.70,0.74,
97,Uganda,UGA,AFR,L,Sub-Saharan Africa,Low,0.41,0.25,0.43,0.42,0.54,92,101,86,87,53,13,17,10,16,5,10,14,8,11,3,0.34,0.41,0.59,0.59,0.42,0.38,0.47,0.40,0.15,0.29,0.21,0.11,0.14,0.23,0.01,0.50,0.17,0.21,0.13,0.75,0.10,0.49,0.32,0.09,0.00,0.43,0.57,0.50,,0.29,0.38,0.44,0.48,0.39,0.33,0.33,0.70,0.32,0.36,0.34,0.37,0.54,,0.34,0.35,0.38,0.44,0.55,0.63,0.59,0.59,0.41,0.44,0.35,0.40,0.46,0.48,0.44,0.37,0.18,0.13,0.22,0.40,0.20,0.24,0.13,0.08,0.20,0.05,0.24,0.23,0.02,0.00,0.46,0.53,0.18,0.16,0.22,0.19,0.14,0.12,0.64,0.90,0.09,0.11,0.52,0.47,0.34,0.30,0.05,0.13,0.00,0.00,0.45,0.40,0.55,0.60,0.45,0.55,,,0.16,0.40,0.39,0.38,0.45,0.44,0.48,0.48,0.38,0.41,0.33,0.32,0.34,0.32,0.71,0.70,0.30,0.35,0.34,0.38,0.35,0.34,0.37,0.36,0.53,0.54,,0.35,0.32,0.39,0.48,0.59,0.59,0.60,0.55,0.44,0.39,0.39,0.33,0.45,0.53,0.38,0.48,0.14,0.19,0.35,0.16,0.22,0.20,0.10,0.14,0.11,0.20,0.23,0.25,0.00,0.05,0.52,0.40,0.16,0.20,0.19,0.26,0.12,0.14,0.76,0.74,0.06,0.18,0.52,0.43,0.35,0.25,0.06,0.14,0.00,0.00,0.40,0.50,0.60,0.50,0.49,0.50,,,0.19,0.50,0.39,0.37,0.44,0.46,0.50,0.43,0.38,0.46,0.31,0.37,0.33,0.33,0.68,0.78,0.32,0.35,0.35,0.39,0.33,0.36,0.36,0.38,0.52,0.58,
98,Ukraine,UKR,ECA,LM,Eastern Europe & Central Asia,Lower middle ,0.56,0.51,0.59,0.65,0.48,43,35,33,38,74,4,3,4,2,9,5,3,2,5,16,0.63,0.61,0.42,0.71,0.89,0.39,0.29,0.94,0.07,0.25,0.24,0.22,0.19,0.09,0.00,,,,,0.98,0.23,0.46,0.30,0.02,0.00,0.66,0.34,0.73,,0.31,0.76,0.80,0.91,0.15,0.11,0.52,0.92,0.42,0.68,0.23,0.30,0.81,,0.62,0.64,0.63,0.58,0.43,0.42,0.71,0.70,0.88,0.90,0.41,0.36,0.33,0.26,0.93,0.95,0.07,0.07,0.18,0.33,0.29,0.18,0.26,0.18,0.18,0.21,0.09,0.09,0.00,0.00,,,,,,,,,0.97,1.00,0.16,0.30,0.48,0.43,0.32,0.27,0.03,0.00,0.00,0.00,0.61,0.70,0.39,0.30,0.79,0.67,,,0.36,0.26,0.76,0.77,0.80,0.81,0.91,0.90,0.14,0.16,0.09,0.13,0.54,0.50,0.92,0.91,0.44,0.41,0.66,0.70,0.23,0.23,0.31,0.30,0.81,0.81,,0.61,0.68,0.61,0.59,0.41,0.44,0.71,0.70,0.89,0.89,0.39,0.38,0.28,0.33,0.93,0.96,0.08,0.05,0.25,0.25,0.25,0.17,0.24,0.17,0.16,0.33,0.09,0.08,0.00,0.00,,,,,,,,,0.98,1.00,0.20,0.33,0.47,0.42,0.31,0.25,0.02,0.00,0.00,0.00,0.69,0.50,0.31,0.50,0.74,0.67,,,0.28,0.42,0.76,0.77,0.81,0.78,0.90,0.91,0.15,0.16,0.11,0.12,0.53,0.51,0.91,0.94,0.44,0.38,0.66,0.72,0.23,0.23,0.30,0.31,0.81,0.81,
99,United Arab Emirates,ARE,MENA,H,Middle East & North Africa,High ,0.48,0.62,0.47,0.36,0.47,69,17,72,92,77,3,1,3,6,3,31,17,31,31,30,,0.81,,,,0.97,0.99,0.23,0.00,0.29,0.14,0.14,0.29,0.14,0.00,0.72,0.24,0.04,0.00,0.88,0.88,0.13,0.00,0.00,0.00,0.13,0.88,1.00,,0.00,0.53,0.65,0.50,0.78,0.76,0.72,0.61,0.32,0.44,0.45,0.48,0.46,,,,0.79,0.83,,,,,,,0.98,0.96,0.99,0.99,0.25,0.21,0.01,0.00,0.33,0.00,0.17,0.00,0.00,1.00,0.33,0.00,0.17,0.00,0.00,0.00,0.73,0.72,0.24,0.24,0.03,0.04,0.01,0.00,0.86,1.00,0.86,1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.86,1.00,1.00,1.00,,,0.00,0.00,0.51,0.57,0.63,0.67,0.50,0.50,0.75,0.80,0.74,0.79,0.69,0.76,0.59,0.63,0.32,0.32,0.41,0.48,0.43,0.48,0.46,0.51,0.42,0.52,,,,0.84,0.76,,,,,,,0.98,0.97,0.99,0.98,0.24,0.19,0.00,0.01,0.25,0.33,0.00,0.33,0.25,0.00,0.25,0.33,0.25,0.00,0.00,0.00,0.74,0.67,0.23,0.27,0.03,0.05,0.00,0.00,0.75,1.00,0.75,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.75,1.00,1.00,1.00,,,0.00,0.00,0.55,0.51,0.71,0.55,0.46,0.59,0.85,0.66,0.81,0.67,0.78,0.63,0.65,0.54,0.31,0.35,0.45,0.44,0.46,0.46,0.51,0.45,0.46,0.47,
100,United Kingdom,GBR,EURNA,H,EU + EFTA + North America,High ,0.74,0.67,0.73,0.79,0.78,8,10,8,13,9,7,5,5,11,7,8,10,8,13,9,0.54,0.55,0.77,0.75,0.68,0.70,0.72,0.57,0.08,0.25,0.23,0.10,0.19,0.19,0.04,0.82,0.09,0.05,0.04,0.60,0.26,0.41,0.26,0.07,0.00,0.46,0.54,0.72,,,0.88,0.89,0.94,0.52,0.55,0.48,0.93,0.86,0.80,0.84,0.82,0.88,,0.53,0.55,0.56,0.54,0.78,0.75,0.76,0.73,0.66,0.70,0.70,0.70,0.72,0.72,0.65,0.49,0.11,0.05,0.27,0.21,0.22,0.25,0.12,0.07,0.20,0.18,0.18,0.21,0.02,0.07,0.80,0.84,0.10,0.08,0.06,0.04,0.05,0.04,0.60,0.61,0.23,0.29,0.50,0.29,0.20,0.33,0.07,0.08,0.00,0.00,0.43,0.50,0.57,0.50,0.71,0.75,,,,,0.87,0.90,0.89,0.90,0.93,0.95,0.53,0.51,0.56,0.54,0.49,0.47,0.93,0.94,0.87,0.84,0.83,0.78,0.87,0.81,0.84,0.79,0.87,0.89,,0.50,0.58,0.54,0.59,0.74,0.80,0.73,0.78,0.67,0.70,0.67,0.76,0.70,0.75,0.55,0.63,0.08,0.08,0.19,0.31,0.33,0.07,0.05,0.21,0.16,0.21,0.23,0.17,0.05,0.03,0.81,0.81,0.09,0.11,0.05,0.05,0.06,0.02,0.67,0.52,0.31,0.22,0.41,0.39,0.19,0.33,0.09,0.06,0.00,0.00,0.42,0.53,0.58,0.47,0.73,0.72,,,,,0.86,0.92,0.88,0.91,0.93,0.93,0.52,0.52,0.54,0.56,0.47,0.50,0.94,0.93,0.84,0.86,0.78,0.81,0.83,0.85,0.80,0.83,0.89,0.86,
101,United States,USA,EURNA,H,EU + EFTA + North America,High ,0.73,0.62,0.70,0.80,0.77,11,15,14,10,10,8,9,11,9,8,11,15,14,10,10,0.58,0.59,0.78,0.75,,,0.72,0.62,0.20,0.26,0.19,0.12,0.21,0.15,0.07,0.79,0.08,0.07,0.07,0.73,0.32,0.47,0.13,0.08,0.01,0.63,0.37,0.86,,,0.85,0.89,0.94,0.60,0.62,0.57,0.93,0.84,0.75,0.79,0.77,0.90,,0.60,0.56,0.66,0.51,0.78,0.77,0.75,0.75,,,,,0.73,0.70,0.70,0.54,0.27,0.14,0.28,0.22,0.19,0.20,0.07,0.22,0.25,0.12,0.14,0.17,0.07,0.08,0.77,0.80,0.08,0.08,0.08,0.06,0.07,0.07,0.72,0.75,0.39,0.19,0.40,0.60,0.14,0.11,0.08,0.09,0.00,0.02,0.63,0.63,0.37,0.37,0.86,0.86,,,,,0.85,0.85,0.86,0.91,0.93,0.94,0.64,0.56,0.64,0.61,0.60,0.54,0.92,0.94,0.85,0.84,0.75,0.74,0.79,0.80,0.76,0.78,0.90,0.90,,0.55,0.61,0.53,0.64,0.75,0.80,0.72,0.79,,,,,0.69,0.73,0.55,0.71,0.15,0.26,0.29,0.24,0.15,0.23,0.10,0.13,0.25,0.18,0.16,0.14,0.04,0.09,0.76,0.82,0.09,0.07,0.08,0.05,0.08,0.06,0.69,0.76,0.35,0.29,0.45,0.48,0.12,0.13,0.08,0.08,0.00,0.01,0.64,0.62,0.36,0.38,0.92,0.83,,,,,0.84,0.86,0.88,0.89,0.92,0.96,0.57,0.63,0.57,0.66,0.52,0.62,0.94,0.92,0.83,0.86,0.71,0.78,0.76,0.82,0.76,0.78,0.89,0.91,
102,Uruguay,URY,LAC,H,Latin America & Caribbean,High ,0.65,0.54,0.58,0.78,0.71,21,28,38,14,19,3,3,4,1,3,20,25,30,14,18,0.51,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.94,0.94,,0.45,0.35,0.96,0.89,0.78,0.89,0.77,0.97,,0.48,0.53,0.38,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.94,0.94,0.95,0.93,,,0.45,0.45,0.35,0.36,0.97,0.96,0.91,0.87,0.81,0.74,0.90,0.89,0.78,0.76,0.98,0.96,,0.53,0.49,0.42,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.96,0.94,0.95,0.93,0.97,,,0.48,0.41,0.39,0.29,0.96,0.98,0.88,0.92,0.78,0.78,0.89,0.91,0.76,0.79,0.97,0.96,
103,Uzbekistan,UZB,ECA,LM,Eastern Europe & Central Asia,Lower middle ,0.32,0.44,0.21,0.24,0.39,101,59,102,100,93,13,9,13,13,12,25,10,25,25,23,0.36,0.20,0.43,0.37,0.39,0.71,0.57,0.55,0.10,0.11,0.26,0.29,0.24,0.11,0.00,0.30,0.29,0.22,0.19,0.52,0.00,0.04,0.02,0.53,0.41,0.02,0.98,0.48,,0.48,0.81,0.65,0.09,0.22,0.26,0.37,0.33,0.58,0.05,0.52,0.32,0.98,,0.35,0.37,0.19,0.21,0.44,0.42,0.38,0.37,0.40,0.37,0.73,0.69,0.62,0.53,0.57,0.54,0.08,0.12,0.00,0.18,0.08,0.37,0.42,0.21,0.36,0.16,0.14,0.09,0.00,0.00,0.32,0.28,0.29,0.28,0.21,0.23,0.18,0.20,0.36,0.61,0.00,0.00,0.08,0.03,0.00,0.03,0.46,0.56,0.46,0.39,0.08,0.00,0.92,1.00,0.44,0.51,,,0.44,0.51,0.83,0.79,0.63,0.68,0.08,0.11,0.21,0.23,0.25,0.28,0.39,0.34,0.30,0.36,0.57,0.59,0.08,0.02,0.55,0.49,0.31,0.34,0.98,0.97,,0.37,0.35,0.21,0.18,0.41,0.45,0.37,0.38,0.38,0.39,0.71,0.72,0.62,0.53,0.57,0.53,0.10,0.09,0.10,0.12,0.29,0.22,0.25,0.34,0.23,0.24,0.13,0.07,0.00,0.00,0.27,0.34,0.29,0.28,0.24,0.21,0.20,0.17,0.52,0.51,0.00,0.00,0.04,0.05,0.04,0.00,0.44,0.64,0.48,0.32,0.04,0.00,0.96,1.00,0.54,0.42,,,0.54,0.42,0.80,0.82,0.61,0.70,0.08,0.10,0.24,0.20,0.26,0.27,0.37,0.36,0.29,0.37,0.59,0.58,0.04,0.05,0.55,0.49,0.36,0.29,0.98,0.97,
104,Venezuela,VEN,LAC,UM,Latin America & Caribbean,Upper middle ,0.38,0.39,0.38,0.34,0.42,97,80,97,95,86,19,15,18,19,19,30,29,30,28,28,0.54,0.43,0.65,0.63,0.61,0.55,0.66,0.21,0.06,0.51,0.13,0.05,0.10,0.16,0.05,0.76,0.12,0.08,0.05,0.75,0.62,0.20,0.11,0.02,0.04,0.69,0.31,0.62,,0.13,0.60,0.71,,0.44,0.48,0.44,,0.57,,,0.38,0.72,,0.53,0.56,0.42,0.44,0.64,0.67,0.62,0.64,0.60,0.61,0.55,0.55,0.66,0.66,0.26,0.15,0.06,0.06,0.45,0.57,0.13,0.13,0.06,0.03,0.13,0.07,0.16,0.17,0.06,0.03,0.76,0.76,0.11,0.12,0.08,0.07,0.05,0.05,0.83,0.67,0.56,0.70,0.24,0.15,0.12,0.10,0.04,0.00,0.04,0.05,0.56,0.85,0.44,0.15,0.60,0.65,,,0.12,0.15,0.62,0.58,0.73,0.70,,,0.42,0.47,0.47,0.49,0.42,0.46,,,0.61,0.54,,,,,0.41,0.35,0.73,0.71,,0.53,0.57,0.44,0.42,0.69,0.62,0.66,0.58,0.62,0.57,0.59,0.49,0.66,0.68,0.20,0.25,0.06,0.10,0.59,0.35,0.08,0.25,0.05,0.00,0.13,0.05,0.10,0.30,0.05,0.05,0.76,0.75,0.13,0.10,0.07,0.07,0.04,0.09,0.62,1.00,0.71,0.50,0.25,0.11,0.00,0.28,0.04,0.00,0.00,0.11,0.71,0.67,0.29,0.33,0.61,0.60,,,0.04,0.28,0.62,0.58,0.71,0.71,,,0.45,0.45,0.49,0.50,0.46,0.44,,,0.61,0.48,,,,,0.42,0.30,0.74,0.67,
105,Vietnam,VNM,EAP,LM,East Asia & Pacific,Lower middle ,0.43,0.53,0.43,0.37,0.39,86,31,85,91,91,11,7,14,13,11,21,2,18,24,21,,0.56,,,,,0.78,0.15,0.08,0.84,0.09,0.00,0.05,0.02,0.00,0.53,0.25,0.18,0.04,0.85,0.44,0.49,0.06,0.01,0.00,0.93,0.07,0.96,,0.14,0.49,0.84,,,0.70,,0.78,0.48,0.45,0.45,0.55,0.45,,,,0.54,0.58,,,0.80,0.81,0.77,0.75,,,0.78,0.78,0.16,0.13,0.08,0.09,0.79,0.88,0.05,0.12,0.00,0.00,0.10,0.00,0.05,0.00,0.00,0.00,0.51,0.54,0.25,0.24,0.19,0.18,0.05,0.04,0.87,0.84,0.44,0.44,0.47,0.50,0.06,0.06,0.03,0.00,0.00,0.00,0.94,0.92,0.06,0.08,1.00,0.93,,,0.18,0.11,0.51,0.47,0.84,0.84,,,,,0.70,0.70,,,0.78,0.78,0.50,0.47,0.46,0.44,0.46,0.43,0.55,0.55,0.45,0.46,,,,0.57,0.54,,,0.83,0.75,0.77,0.72,,,0.77,0.81,0.15,0.14,0.08,0.09,0.85,0.81,0.08,0.10,0.00,0.00,0.07,0.00,0.00,0.10,0.00,0.00,0.51,0.56,0.27,0.16,0.18,0.19,0.03,0.08,0.89,0.76,0.41,0.56,0.52,0.38,0.06,0.06,0.02,0.00,0.00,0.00,0.93,0.94,0.07,0.06,0.97,0.95,,,0.11,0.25,0.49,0.50,0.83,0.84,,,,,0.70,0.71,,,0.78,0.79,0.47,0.50,0.45,0.45,0.46,0.43,0.55,0.55,0.46,0.45,
106,Zambia,ZMB,AFR,LM,Sub-Saharan Africa,Lower middle ,0.48,0.43,0.53,0.47,0.49,72,68,57,84,71,8,4,3,15,9,15,13,10,23,14,0.49,0.42,0.76,0.69,0.61,0.67,0.64,0.66,0.30,0.28,0.21,0.12,0.14,0.23,0.02,0.55,0.19,0.18,0.08,0.64,0.57,0.28,0.10,0.03,0.03,0.68,0.32,0.68,,0.21,0.68,0.71,0.51,0.53,0.40,0.29,0.52,0.41,0.26,0.47,0.42,0.37,,0.47,0.51,0.40,0.45,0.75,0.78,0.70,0.69,0.62,0.61,0.67,0.66,0.64,0.65,0.67,0.64,0.30,0.29,0.30,0.27,0.26,0.15,0.11,0.13,0.14,0.14,0.17,0.30,0.02,0.01,0.52,0.58,0.20,0.18,0.20,0.16,0.08,0.08,0.64,0.63,0.54,0.61,0.32,0.23,0.11,0.08,0.02,0.03,0.01,0.04,0.68,0.69,0.32,0.31,0.65,0.71,,,0.18,0.24,0.68,0.67,0.72,0.71,0.50,0.52,0.51,0.55,0.40,0.41,0.27,0.32,0.52,0.51,0.41,0.41,0.26,0.27,0.47,0.47,0.41,0.42,0.37,0.37,,0.50,0.48,0.42,0.43,0.75,0.77,0.68,0.71,0.61,0.66,0.67,0.67,0.63,0.70,0.64,0.67,0.26,0.33,0.27,0.42,0.24,0.18,0.13,0.07,0.12,0.08,0.22,0.24,0.02,0.01,0.56,0.54,0.21,0.18,0.15,0.20,0.08,0.08,0.64,0.65,0.49,0.65,0.31,0.28,0.14,0.04,0.03,0.02,0.03,0.02,0.66,0.67,0.34,0.33,0.65,0.69,,,0.24,0.15,0.67,0.72,0.70,0.77,0.53,0.47,0.52,0.54,0.40,0.42,0.30,0.29,0.48,0.54,0.41,0.41,0.25,0.24,0.45,0.47,0.44,0.42,0.37,0.35,
